"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2010","Turkey","Current prices, million euro","Statistical discrepancy (income approach)",":",""
"2010","Turkey","Current prices, million euro","Final consumption expenditure and gross capital formation",":",""
"2010","Turkey","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services",":",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","12,968.9",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Value added, gross","10,992.4",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure","13,971.0",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of general government","2,997.9",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Individual consumption expenditure of general government","1,492.9",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Collective consumption expenditure of general government","1,505.0",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Household and NPISH final consumption expenditure","10,973.1",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","10,887.4",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of NPISH","85.8",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Actual individual consumption","12,466.0",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Gross capital formation","2,118.5",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Gross fixed capital formation","2,254.8",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","-136.3",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Changes in inventories","-136.4",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Acquisitions less disposals of valuables","0.1",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Exports of goods and services","3,851.2",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Exports of goods","2,441.5",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Exports of services","1,409.7",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Imports of goods and services","6,649.5",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Imports of goods","6,238.2",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Imports of services","411.3",""
"2010","Bosnia and Herzegovina","Current prices, million euro","External balance of goods and services","-2,798.3",""
"2010","Bosnia and Herzegovina","Current prices, million euro","External balance - Goods","-3,796.7",""
"2010","Bosnia and Herzegovina","Current prices, million euro","External balance - Services","998.4",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Compensation of employees","6,404.0",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Wages and salaries",":",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Employers' social contributions",":",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Operating surplus and mixed income, gross","4,556.0",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Taxes on production and imports less subsidies","2,354.0",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Taxes on production and imports","2,497.9",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Subsidies","143.9",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Taxes less subsidies on products","2,321.6",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Taxes on products",":",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Subsidies on products",":",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Statistical discrepancy (production approach)","-345.1",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Statistical discrepancy (expenditure approach)","-322.3",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Statistical discrepancy (income approach)","-345.1",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure and gross capital formation","16,089.5",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","19,940.7",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","4,402.0",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Value added, gross","3,687.2",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure","4,516.5",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of general government","722.3",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Individual consumption expenditure of general government",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Collective consumption expenditure of general government",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Household and NPISH final consumption expenditure","3,794.2",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households","3,768.2",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of NPISH","26.0",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Actual individual consumption","3,794.2",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross capital formation","1,450.6",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross fixed capital formation","1,301.2",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","149.4",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Changes in inventories","149.4",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Acquisitions less disposals of valuables",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Exports of goods and services","877.9",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Exports of goods","305.0",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Exports of services","573.0",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Imports of goods and services","2,443.1",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Imports of goods","2,057.1",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Imports of services","386.1",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","External balance of goods and services","-1,565.2",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","External balance - Goods","-1,752.1",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","External balance - Services","186.9",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Compensation of employees",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Wages and salaries",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Employers' social contributions",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Operating surplus and mixed income, gross",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Taxes on production and imports less subsidies",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Taxes on production and imports",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Subsidies",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Taxes less subsidies on products","714.9",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Taxes on products","795.5",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Subsidies on products","80.7",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Statistical discrepancy (production approach)",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Statistical discrepancy (expenditure approach)","0.0",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Statistical discrepancy (income approach)",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure and gross capital formation","5,967.1",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","6,845.1",""
"2011","European Union (current composition)","Current prices, million euro","Gross domestic product at market prices","13,218,130.8",""
"2011","European Union (current composition)","Current prices, million euro","Value added, gross","11,836,679.5",""
"2011","European Union (current composition)","Current prices, million euro","Final consumption expenditure","10,301,239.4",""
"2011","European Union (current composition)","Current prices, million euro","Final consumption expenditure of general government","2,773,847.3",""
"2011","European Union (current composition)","Current prices, million euro","Individual consumption expenditure of general government","1,730,394.2",""
"2011","European Union (current composition)","Current prices, million euro","Collective consumption expenditure of general government","1,043,475.5",""
"2011","European Union (current composition)","Current prices, million euro","Household and NPISH final consumption expenditure","7,527,392.1",""
"2011","European Union (current composition)","Current prices, million euro","Final consumption expenditure of households","7,311,972.7",""
"2011","European Union (current composition)","Current prices, million euro","Final consumption expenditure of NPISH","215,419.3",""
"2011","European Union (current composition)","Current prices, million euro","Actual individual consumption","9,257,786.3",""
"2011","European Union (current composition)","Current prices, million euro","Gross capital formation","2,754,143.3",""
"2011","European Union (current composition)","Current prices, million euro","Gross fixed capital formation","2,663,621.8",""
"2011","European Union (current composition)","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","90,521.5",""
"2011","European Union (current composition)","Current prices, million euro","Changes in inventories",":",""
"2011","European Union (current composition)","Current prices, million euro","Acquisitions less disposals of valuables",":",""
"2011","European Union (current composition)","Current prices, million euro","Exports of goods and services","5,475,234.0",""
"2011","European Union (current composition)","Current prices, million euro","Exports of goods","4,092,610.2",""
"2011","European Union (current composition)","Current prices, million euro","Exports of services","1,382,623.8",""
"2011","European Union (current composition)","Current prices, million euro","Imports of goods and services","5,312,485.9",""
"2011","European Union (current composition)","Current prices, million euro","Imports of goods","4,121,366.1",""
"2011","European Union (current composition)","Current prices, million euro","Imports of services","1,191,119.8",""
"2011","European Union (current composition)","Current prices, million euro","External balance of goods and services","162,748.1",""
"2011","European Union (current composition)","Current prices, million euro","External balance - Goods","-28,755.9",""
"2011","European Union (current composition)","Current prices, million euro","External balance - Services","191,504.0",""
"2011","European Union (current composition)","Current prices, million euro","Compensation of employees","6,271,601.2",""
"2011","European Union (current composition)","Current prices, million euro","Wages and salaries","4,954,892.0",""
"2011","European Union (current composition)","Current prices, million euro","Employers' social contributions","1,316,709.3",""
"2011","European Union (current composition)","Current prices, million euro","Operating surplus and mixed income, gross","5,419,457.8",""
"2011","European Union (current composition)","Current prices, million euro","Taxes on production and imports less subsidies","1,527,071.7",""
"2011","European Union (current composition)","Current prices, million euro","Taxes on production and imports",":",""
"2011","European Union (current composition)","Current prices, million euro","Subsidies",":",""
"2011","European Union (current composition)","Current prices, million euro","Taxes less subsidies on products","1,381,451.2",""
"2011","European Union (current composition)","Current prices, million euro","Taxes on products",":",""
"2011","European Union (current composition)","Current prices, million euro","Subsidies on products",":",""
"2011","European Union (current composition)","Current prices, million euro","Statistical discrepancy (production approach)",":",""
"2011","European Union (current composition)","Current prices, million euro","Statistical discrepancy (expenditure approach)",":",""
"2011","European Union (current composition)","Current prices, million euro","Statistical discrepancy (income approach)",":",""
"2011","European Union (current composition)","Current prices, million euro","Final consumption expenditure and gross capital formation","13,055,382.7",""
"2011","European Union (current composition)","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","18,530,616.7",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Gross domestic product at market prices","11,323,230.6",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Value added, gross","10,144,829.3",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Final consumption expenditure","8,682,666.6",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Final consumption expenditure of general government","2,384,020.4",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Individual consumption expenditure of general government","1,484,378.1",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Collective consumption expenditure of general government","899,664.7",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Household and NPISH final consumption expenditure","6,298,646.1",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Final consumption expenditure of households","6,145,137.5",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Final consumption expenditure of NPISH","153,508.7",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Actual individual consumption","7,783,024.3",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Gross capital formation","2,456,530.7",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Gross fixed capital formation","2,369,329.9",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","87,200.7",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Changes in inventories",":",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Acquisitions less disposals of valuables",":",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Exports of goods and services","4,898,361.6",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Exports of goods","3,742,557.2",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Exports of services","1,155,804.4",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Imports of goods and services","4,714,328.3",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Imports of goods","3,662,584.9",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Imports of services","1,051,743.4",""
"2011","European Union (without United Kingdom)","Current prices, million euro","External balance of goods and services","184,033.3",""
"2011","European Union (without United Kingdom)","Current prices, million euro","External balance - Goods","79,972.3",""
"2011","European Union (without United Kingdom)","Current prices, million euro","External balance - Services","104,061.0",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Compensation of employees","5,318,778.3",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Wages and salaries","4,168,635.8",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Employers' social contributions","1,150,142.5",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Operating surplus and mixed income, gross","4,706,119.6",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Taxes on production and imports less subsidies","1,298,332.7",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Taxes on production and imports",":",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Subsidies",":",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Taxes less subsidies on products","1,178,401.3",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Taxes on products",":",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Subsidies on products",":",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Statistical discrepancy (production approach)",":",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Statistical discrepancy (expenditure approach)",":",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Statistical discrepancy (income approach)",":",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Final consumption expenditure and gross capital formation","11,139,197.2",""
"2011","European Union (without United Kingdom)","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","16,037,558.9",""
"2011","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","12,151,584.3",""
"2011","European Union (15 countries)","Current prices, million euro","Value added, gross","10,897,470.7",""
"2011","European Union (15 countries)","Current prices, million euro","Final consumption expenditure","9,483,315.3",""
"2011","European Union (15 countries)","Current prices, million euro","Final consumption expenditure of general government","2,577,365.8",""
"2011","European Union (15 countries)","Current prices, million euro","Individual consumption expenditure of general government","1,626,152.4",""
"2011","European Union (15 countries)","Current prices, million euro","Collective consumption expenditure of general government","951,213.4",""
"2011","European Union (15 countries)","Current prices, million euro","Household and NPISH final consumption expenditure","6,905,949.5",""
"2011","European Union (15 countries)","Current prices, million euro","Final consumption expenditure of households","6,700,960.0",""
"2011","European Union (15 countries)","Current prices, million euro","Final consumption expenditure of NPISH","204,989.5",""
"2011","European Union (15 countries)","Current prices, million euro","Actual individual consumption","8,532,101.9",""
"2011","European Union (15 countries)","Current prices, million euro","Gross capital formation","2,501,855.6",""
"2011","European Union (15 countries)","Current prices, million euro","Gross fixed capital formation","2,423,998.4",""
"2011","European Union (15 countries)","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","77,857.2",""
"2011","European Union (15 countries)","Current prices, million euro","Changes in inventories",":",""
"2011","European Union (15 countries)","Current prices, million euro","Acquisitions less disposals of valuables",":",""
"2011","European Union (15 countries)","Current prices, million euro","Exports of goods and services","4,859,957.8",""
"2011","European Union (15 countries)","Current prices, million euro","Exports of goods","3,601,600.3",""
"2011","European Union (15 countries)","Current prices, million euro","Exports of services","1,258,357.5",""
"2011","European Union (15 countries)","Current prices, million euro","Imports of goods and services","4,693,544.4",""
"2011","European Union (15 countries)","Current prices, million euro","Imports of goods","3,593,925.1",""
"2011","European Union (15 countries)","Current prices, million euro","Imports of services","1,099,619.4",""
"2011","European Union (15 countries)","Current prices, million euro","External balance of goods and services","166,413.4",""
"2011","European Union (15 countries)","Current prices, million euro","External balance - Goods","7,675.3",""
"2011","European Union (15 countries)","Current prices, million euro","External balance - Services","158,738.1",""
"2011","European Union (15 countries)","Current prices, million euro","Compensation of employees","5,855,216.4",""
"2011","European Union (15 countries)","Current prices, million euro","Wages and salaries","4,613,489.1",""
"2011","European Union (15 countries)","Current prices, million euro","Employers' social contributions","1,241,727.3",""
"2011","European Union (15 countries)","Current prices, million euro","Operating surplus and mixed income, gross","4,895,998.5",""
"2011","European Union (15 countries)","Current prices, million euro","Taxes on production and imports less subsidies","1,400,369.5",""
"2011","European Union (15 countries)","Current prices, million euro","Taxes on production and imports",":",""
"2011","European Union (15 countries)","Current prices, million euro","Subsidies",":",""
"2011","European Union (15 countries)","Current prices, million euro","Taxes less subsidies on products","1,254,113.7",""
"2011","European Union (15 countries)","Current prices, million euro","Taxes on products",":",""
"2011","European Union (15 countries)","Current prices, million euro","Subsidies on products",":",""
"2011","European Union (15 countries)","Current prices, million euro","Statistical discrepancy (production approach)",":",""
"2011","European Union (15 countries)","Current prices, million euro","Statistical discrepancy (expenditure approach)",":",""
"2011","European Union (15 countries)","Current prices, million euro","Statistical discrepancy (income approach)",":",""
"2011","European Union (15 countries)","Current prices, million euro","Final consumption expenditure and gross capital formation","11,985,170.9",""
"2011","European Union (15 countries)","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","16,845,128.8",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,754,126.3",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Value added, gross","8,768,480.2",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Final consumption expenditure","7,505,974.7",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Final consumption expenditure of general government","2,048,699.7",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Individual consumption expenditure of general government","1,275,047.3",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Collective consumption expenditure of general government","773,674.7",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Household and NPISH final consumption expenditure","5,457,275.0",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Final consumption expenditure of households","5,322,433.2",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Final consumption expenditure of NPISH","134,841.8",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Actual individual consumption","6,732,322.3",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross capital formation","2,094,769.3",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross fixed capital formation","2,026,024.5",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","68,744.8",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Changes in inventories",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Acquisitions less disposals of valuables",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Exports of goods and services","4,082,500.0",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Exports of goods","3,118,537.4",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Exports of services","963,962.6",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Imports of goods and services","3,929,117.8",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Imports of goods","3,034,595.7",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Imports of services","894,522.1",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","External balance of goods and services","153,382.2",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","External balance - Goods","83,941.7",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","External balance - Services","69,440.5",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Compensation of employees","4,650,225.6",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Wages and salaries","3,603,016.4",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Employers' social contributions","1,047,209.2",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Operating surplus and mixed income, gross","4,031,903.3",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Taxes on production and imports less subsidies","1,071,997.3",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Taxes on production and imports",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Subsidies",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Taxes less subsidies on products","985,646.1",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Taxes on products",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Subsidies on products",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Statistical discrepancy (production approach)",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Statistical discrepancy (expenditure approach)",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Statistical discrepancy (income approach)",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Final consumption expenditure and gross capital formation","9,600,744.0",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","13,683,244.0",""
"2011","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,805,603.8",""
"2011","Euro area (19 countries)","Current prices, million euro","Value added, gross","8,814,588.7",""
"2011","Euro area (19 countries)","Current prices, million euro","Final consumption expenditure","7,547,378.3",""
"2011","Euro area (19 countries)","Current prices, million euro","Final consumption expenditure of general government","2,058,116.5",""
"2011","Euro area (19 countries)","Current prices, million euro","Individual consumption expenditure of general government","1,280,059.6",""
"2011","Euro area (19 countries)","Current prices, million euro","Collective consumption expenditure of general government","778,079.3",""
"2011","Euro area (19 countries)","Current prices, million euro","Household and NPISH final consumption expenditure","5,489,261.7",""
"2011","Euro area (19 countries)","Current prices, million euro","Final consumption expenditure of households","5,354,128.7",""
"2011","Euro area (19 countries)","Current prices, million euro","Final consumption expenditure of NPISH","135,133.1",""
"2011","Euro area (19 countries)","Current prices, million euro","Actual individual consumption","6,769,321.4",""
"2011","Euro area (19 countries)","Current prices, million euro","Gross capital formation","2,106,646.6",""
"2011","Euro area (19 countries)","Current prices, million euro","Gross fixed capital formation","2,036,285.7",""
"2011","Euro area (19 countries)","Current prices, million euro","Changes in inventories and acquisitions less disposals of valuables","70,361.0",""
"2011","Euro area (19 countries)","Current prices, million euro","Changes in inventories",":",""
"2011","Euro area (19 countries)","Current prices, million euro","Acquisitions less disposals of valuables",":",""
"2011","Euro area (19 countries)","Current prices, million euro","Exports of goods and services","4,117,635.3",""
"2011","Euro area (19 countries)","Current prices, million euro","Exports of goods","3,146,218.7",""
"2011","Euro area (19 countries)","Current prices, million euro","Exports of services","971,416.6",""
"2011","Euro area (19 countries)","Current prices, million euro","Imports of goods and services","3,966,056.4",""
"2011","Euro area (19 countries)","Current prices, million euro","Imports of goods","3,066,840.7",""
"2011","Euro area (19 countries)","Current prices, million euro","Imports of services","899,215.7",""
"2011","Euro area (19 countries)","Current prices, million euro","External balance of goods and services","151,578.9",""
"2011","Euro area (19 countries)","Current prices, million euro","External balance - Goods","79,378.0",""
"2011","Euro area (19 countries)","Current prices, million euro","External balance - Services","72,200.9",""
"2011","Euro area (19 countries)","Current prices, million euro","Compensation of employees","4,670,495.7",""
"2011","Euro area (19 countries)","Current prices, million euro","Wages and salaries","3,619,321.8",""
"2011","Euro area (19 countries)","Current prices, million euro","Employers' social contributions","1,051,173.9",""
"2011","Euro area (19 countries)","Current prices, million euro","Operating surplus and mixed income, gross","4,057,858.3",""
